fid,DOI,저자,연도,제목,데이터베이스,검토자1,검토자2,마지막검토일,중복여부,포함여부,배제사유키워드,배제사유내용,다음단계여부
905,10.1016/j.ufug.2017.01.002,"Yang, J|Sun, J|Ge, QS|Li, XM",2017,"Assessing the impacts of urbanization-associated green space on urban land surface temperature: A case study of Dalian, China",N/A,,,,Y,N,N/A,N/A,배제
906,10.3390/land11101687,"Jia, XL|Song, PH|Yun, GL|Li, A|Wang, K|Zhang, KH|Du, CY|Feng, Y|Qu, KX|Wu, M|Ge, SD",2022,"Effect of Landscape Structure on Land Surface Temperature in Different Essential Urban Land Use Categories: A Case Study in Jiaozuo, China",N/A,,,,Y,N,N/A,N/A,배제
907,10.1016/j.ufug.2020.126938,"Sebastiani, A|Marando, F|Manes, F",2021,Mismatch of regulating ecosystem services for sustainable urban planning: PM10 removal and urban heat island effect mitigation in the municipality of Rome (Italy),N/A,,,,Y,N,N/A,N/A,배제
908,10.1016/j.buildenv.2014.03.003,"Zhang, B|Xie, GD|Gao, JX|Yang, Y",2014,"The cooling effect of urban green spaces as a contribution to energy-saving and emission-reduction: A case study in Beijing, China",N/A,,,,Y,N,N/A,N/A,배제
909,10.3390/rs11080959,"Sun, YW|Gao, C|Li, JL|Wang, R|Liu, J",2019,Quantifying the Effects of Urban Form on Land Surface Temperature in Subtropical High-Density Urban Areas Using Machine Learning,N/A,,,,N,Y,N/A,N/A,진행
910,10.3390/atmos13020184,"Stepani, HMN|Emmanuel, R",2022,"How Much Green Is Really ""Cool""? Target Setting for Thermal Comfort Enhancement in a Warm, Humid City (Jakarta, Indonesia)",N/A,,,,N,Y,N/A,N/A,진행
911,10.3390/land13122175,"Norouzi, M|Chau, HW|Jamei, E",2024,Design and Site-Related Factors Impacting the Cooling Performance of Urban Parks in Different Climate Zones: A Systematic Review,N/A,,,,N,Y,N/A,N/A,진행
912,10.1080/13549839.2021.2005007,"Burbidge, M|Larsen, TS|Feder, S|Yan, S",2022,"Don't blame it on the sunshine! An exploration of the spatial distribution of heat injustice across districts in Antwerp, Belgium",N/A,,,,Y,N,N/A,N/A,배제
913,10.1007/s11252-019-00916-z,"Cârlan, I|Haase, D|Grosse-Stoltenberg, A|Sandric, I",2020,"Mapping heat and traffic stress of urban park vegetation based on satellite imagery-A comparison of Bucharest, Romania and Leipzig, Germany",N/A,,,,Y,N,N/A,N/A,배제
914,10.1007/s12273-018-0463-7,"Fahmy, M|Ibrahim, Y|Hanafi, E|Barakat, M",2018,"Would LEED-UHI greenery and high albedo strategies mitigate climate change at neighborhood scale in Cairo, Egypt?",N/A,,,,Y,N,N/A,N/A,배제
915,10.3390/atmos15020183,"Liu, YJ|Fan, JY|Xie, SQ|Chen, XG",2024,Study on the Spatial and Temporal Distribution of Thermal Comfort and Its Influencing Factors in Urban Parks,N/A,,,,Y,N,N/A,N/A,배제
916,10.1080/09640568.2019.1613966,"Kourdounouli, C|Jönsson, AM",2020,Urban ecosystem conditions and ecosystem services - a comparison between large urban zones and city cores in the EU,N/A,,,,Y,N,N/A,N/A,배제
917,10.1016/j.ecolind.2014.01.025,"Cavan, G|Lindley, S|Jalayer, F|Yeshitela, K|Pauleit, S|Renner, F|Gill, S|Capuano, P|Nebebe, A|Woldegerima, T|Kibassa, D|Shemdoe, R",2014,Urban morphological determinants of temperature regulating ecosystem services in two African cities,N/A,,,,Y,N,N/A,N/A,배제
918,10.1109/JSTARS.2025.3593925,"Xia, W|Tariq, A|El-Askary, H|Aslam, RW|Barboza, E|Kucher, DE|Youssef, YM|Kraiem, H",2025,Tackling Data Quality Challenges in Remote Sensing: Solutions for Reliable Urban Heat Island Analysis,N/A,,,,Y,N,N/A,N/A,배제
919,10.1007/s10661-019-7213-x,"Chen, YH|Cai, YB|Tong, C",2019,"Quantitative analysis of urban cold island effects on the evolution of green spaces in a coastal city: a case study of Fuzhou, China",N/A,,,,Y,N,N/A,N/A,배제
920,10.1111/sjtg.12328,"Borthakur, M|Saikia, A|Sharma, K",2020,"Swelter in the city: Urban greenery and its effects on temperature in Guwahati, India",N/A,,,,Y,N,N/A,N/A,배제
921,N/A,"Wang, L|Zhang, SW",2015,"ANALYSIS ON THE RELATIONSHIP BETWEEN THE PATTERN OF GREEN SPACES AND LAND SURFACE TEMPERATURE BASED ON NORMALIZED DIFFERENCE VEGETATION INDEX: A CASE STUDY IN CHANGCHUN CITY, CHINA",N/A,,,,N,Y,N/A,N/A,진행
922,N/A,"Liu, JM|Deng, XZ",2011,"Influence of different land use on urban microenvironment in Beijing City, China",N/A,,,,N,Y,N/A,N/A,진행
923,10.1016/j.envint.2023.108385,"Huang, QY|Xu, C|Haase, D|Teng, YM|Su, MR|Yang, ZF",2024,Heterogeneous effects of the availability and spatial configuration of urban green spaces on their cooling effects in China,N/A,,,,Y,N,N/A,N/A,배제
924,10.3390/rs15061502,"Ji, RR|Wang, K|Zhou, MR|Zhang, Y|Bai, YJ|Wu, X|Yan, H|Zhao, ZQ|Ye, H",2023,Green Space Compactness and Configuration to Reduce Carbon Emissions from Energy Use in Buildings,N/A,,,,N,N,결과변수-열지표아님(에너지/탄소),도시지역과 녹지 구성변수는 맞으나 결과변수가 건물 에너지소비 탄소배출로 도시 온열환경 지표를 직접 평가하지 않음,배제
925,10.3390/su17052275,"Wang, Y|Ren, Y",2025,Cooling Efficiency of Urban Green Spaces Across Functional Zones: Mitigating Heat Island Effects Through Spatial Configuration,N/A,,,,Y,N,N/A,N/A,배제
926,10.1016/j.crm.2025.100731,"Soltanifard, H|Amani-Beni, M",2025,The cooling effect of urban green spaces as nature-based solutions for mitigating urban heat: insights from a decade-long systematic review,N/A,,,,N,Y,N/A,N/A,진행
927,10.1016/j.scs.2022.103795,"Zhou, L|Hu, FN|Wang, B|Wei, CZ|Sun, DQ|Wang, SH",2022,Relationship between urban landscape structure and land surface temperature: Spatial hierarchy and interaction effects,N/A,,,,Y,N,N/A,N/A,배제
928,10.1007/s10980-021-01230-w,"Guo, GH|Wu, ZF|Cao, Z|Chen, YB|Zheng, ZH",2021,Location of greenspace matters: a new approach to investigating the effect of the greenspace spatial pattern on urban heat environment,N/A,,,,N,Y,N/A,N/A,진행
929,10.1016/j.scs.2022.104287,"Lyu, RF|Pang, JL|Tian, XL|Zhao, WP|Zhang, JM",2023,How to optimize the 2D/3D urban thermal environment: Insights derived from UAV LiDAR/multispectral data and multi-source remote sensing data,N/A,,,,Y,N,N/A,N/A,배제
930,10.1016/j.jag.2019.101903,"Bartesaghi-Koc, C|Osmond, P|Peters, A",2019,Spatio-temporal patterns in green infrastructure as driver of land surface temperature variability: The case of Sydney,N/A,,,,Y,N,N/A,N/A,배제
931,10.3390/f8050153,"Yang, CB|He, XY|Wang, RH|Yan, FQ|Yu, LX|Bu, K|Yang, JC|Chang, LP|Zhang, SW",2017,The Effect of Urban Green Spaces on the Urban Thermal Environment and Its Seasonal Variations,N/A,,,,Y,N,N/A,N/A,배제
932,10.3390/su10072249,"Wu, ZJ|Zhang, YX",2018,Spatial Variation of Urban Thermal Environment and Its Relation to Green Space Patterns: Implication to Sustainable Landscape Planning,N/A,,,,Y,N,N/A,N/A,배제
933,10.3390/land13101715,"Sun, FH|Zhang, JH|Takeda, S|Cui, JS|Yang, RC",2024,Vertical Plant Configuration: Its Impact on Microclimate and Thermal Comfort in Urban Small Green Spaces,N/A,,,,Y,N,N/A,N/A,배제
934,10.1016/j.scs.2022.103992,"Shen, CH|Hou, H|Zheng, YY|Murayama, Y|Wang, RC|Hu, TA",2022,Prediction of the future urban heat island intensity and distribution based on landscape composition and configuration: A case study in Hangzhou,N/A,,,,Y,N,N/A,N/A,배제
935,10.1016/j.ufug.2021.127266,"Rakoto, PY|Deilami, K|Hurley, J|Amati, M|Sun, Q",2021,Revisiting the cooling effects of urban greening: Planning implications of vegetation types and spatial configuration,N/A,,,,N,Y,N/A,N/A,진행
936,10.3390/land14071393,"Li, YY|Zhao, LN|Zheng, H|Yang, XZ",2025,Using New York City's Geographic Data in an Innovative Application of Generative Adversarial Networks (GANs) to Produce Cooling Comparisons of Urban Design,N/A,,,,Y,N,N/A,N/A,배제
937,10.1061/(ASCE)UP.1943-5444.0000256,"Cheng, XY|Wei, BS|Chen, GJ|Li, JX|Song, CH",2015,Influence of Park Size and Its Surrounding Urban Landscape Patterns on the Park Cooling Effect,N/A,,,,N,Y,N/A,N/A,진행
938,10.1038/s41598-025-05742-2,"Ye, ZH|Liu, J|Huang, ZH",2025,Identifying the best combination of vegetation and paving materials to improve the outdoor thermal comfort in a campus courtyard,N/A,,,,N,Y,N/A,N/A,진행
939,10.1007/s11356-020-12086-z,"Hu, YF|Dai, ZX|Guldmann, JM",2021,Greenspace configuration impact on the urban heat island in the Olympic Area of Beijing,N/A,,,,Y,N,N/A,N/A,배제
940,10.3390/atmos14050833,"Wang, M|Song, HY|Zhu, W|Wang, YC",2023,The Cooling Effects of Landscape Configurations of Green-Blue Spaces in Urban Waterfront Community,N/A,,,,Y,N,N/A,N/A,배제
941,10.3390/f11080825,"Zhao, D|Lei, QH|Shi, YJ|Wang, MD|Chen, SB|Shah, K|Ji, WL",2020,Role of Species and Planting Configuration on Transpiration and Microclimate for Urban Trees,N/A,,,,Y,N,N/A,N/A,배제
942,10.1016/j.scitotenv.2022.158978,"Avila-Hernández, A|Simá, E|Ché-Pan, M",2023,Research and development of green roofs and green walls in Mexico: A review,N/A,,,,N,N,실내온도·에너지 중심 및 도시온열지표 부재,그린루프와 그린월에 대한 멕시코 리뷰로 식생 기층 시스템 등 구성 변수를 다루지만 결과는 실내온도 감소와 전력소비 절감 및 빗물 오염물질 제거 등 건물 실내 중심이며 도시 지표온도 열섬강도 보행자 열쾌적성 등 도시 온열환경 지표는 보고하지 않음 또한 도시지역 초점도 명확하지 않음,배제
943,10.3390/land11030367,"Valente, D|Marinelli, MV|Lovello, EM|Giannuzzi, CG|Petrosillo, I",2022,Fostering the Resiliency of Urban Landscape through the Sustainable Spatial Planning of Green Spaces,N/A,,,,N,N,열지표없음,도시와 녹지의 공간구성은 다루지만 결과변수가 LST/UHI/열쾌적 등 도시 온열환경 지표가 아닌 Urban Landscape Services/Green Index/Connectivity 중심임,배제
944,10.3390/rs11141645,"Simwanda, M|Ranagalage, M|Estoque, RC|Murayama, Y",2019,Spatial Analysis of Surface Urban Heat Islands in Four Rapidly Growing African Cities,N/A,,,,Y,N,N/A,N/A,배제
945,10.3390/rs13061127,"Yu, ZW|Zhang, JU|Yang, GY|Schlaberg, J",2021,Reverse Thinking: A New Method from the Graph Perspective for Evaluating and Mitigating Regional Surface Heat Islands,N/A,,,,N,N,녹지형태·구성변수부재,도시지역과 열환경 지표는 맞지만 연구는 녹지 형태나 구성 변수를 다루지 않고 UHI 네트워크와 연결성 평가에 집중하여 포함 기준에 부합하지 않음,배제
946,10.1016/j.envint.2023.108230,"Schinasi, LH|Bakhtsiyarava, M|Sanchez, BN|Kephart, JL|Ju, Y|Arunachalam, S|Gouveia, N|Caiaffa, WT|O'Neill, MS|Dronova, I|Roux, AVD|Rodriguez, DA",2023,Greenness and excess deaths from heat in 323 Latin American cities: Do associations vary according to climate zone or green space configuration?,N/A,,,,Y,N,N/A,N/A,배제
947,10.1016/j.jclepro.2019.05.389,"Shaker, RR|Altman, Y|Deng, CB|Vaz, E|Forsythe, KW",2019,Investigating urban heat island through spatial analysis of New York City streetscapes,N/A,,,,N,Y,N/A,N/A,진행
948,10.1016/j.scs.2025.106345,"Liu, SJ|Wang, ZJ|Kumilamba, G|Yu, LF",2025,Optimizing green space configuration for mitigating land surface temperature: A case study of karst mountainous cities,N/A,,,,N,Y,N/A,N/A,진행
949,10.1080/26395916.2024.2315991,"Egerer, M|Annighöfer, P|Arzberger, S|Burger, S|Hecher, Y|Knill, V|Probst, B|Suda, M",2024,Urban oases: the social-ecological importance of small urban green spaces,N/A,,,,N,Y,N/A,N/A,진행
950,10.1016/j.ufug.2024.128488,"Arzberger, S|Egerer, M|Suda, M|Annighöfer, P",2024,Thermal regulation potential of urban green spaces in a changing climate: Winter insights,N/A,,,,Y,N,N/A,N/A,배제
951,10.1080/15481603.2025.2572174,"Wang, X|Zhou, L|Song, YZ|López-Carr, D|Wang, SH|Chen, H|Gao, H|Lyu, R|Sun, QK|Guo, ZC|Wei, W",2025,Beyond flat cities: dramatic 2D/3D differences in urban gray-green space configurations and the nonlinear thermal regulation mechanisms,N/A,,,,Y,N,N/A,N/A,배제
952,10.1016/j.uclim.2024.102077,"Azmeer, A|Tahir, F|Al-Ghamdi, SG",2024,"Progress on green infrastructure for urban cooling: Evaluating techniques, design strategies, and benefits",N/A,,,,Y,N,N/A,N/A,배제
953,10.1016/j.scitotenv.2024.170650,"Feng, L|Shuai, LR|Zhou, YA|Zhang, X|Sun, JX",2024,Improving the green space arrangement in residential areas from the perspective of tree leaf temperature utilizing scenario simulation in ENVI-met,N/A,,,,Y,N,N/A,N/A,배제
954,10.1016/j.landurbplan.2017.04.009,"Zhang, YJ|Murray, AT|Turner, BL",2017,"Optimizing green space locations to reduce daytime and nighttime urban heat island effects in Phoenix, Arizona",N/A,,,,Y,N,N/A,N/A,배제
955,10.1007/s00704-024-04873-2,"Ali, MB|Jamal, S|Ahmad, M|Saqib, M",2024,"Unriddle the complex associations among urban green cover, built-up index, and surface temperature using geospatial approach: a micro-level study of Kolkata Municipal Corporation for sustainable city",N/A,,,,N,Y,N/A,N/A,진행
956,10.1016/j.buildenv.2024.112162,"Budzik, G|Krajewski, P|Soszynska, A|Lebiedzinska, M|Kowalczyk, T",2025,"Factors influencing spatiotemporal cooling potential of blue-green infrastructure across diverse local climate zones-Case study of Wroclaw, Poland",N/A,,,,N,Y,N/A,N/A,진행
957,10.3390/f15081304,"Zhang, SY|Wu, ZY|Wu, ZL|Lin, S|Hu, XS|Zheng, LF",2024,The Impact of Urban Forest Landscape on Thermal Environment Based on Deep Learning: A Case of Three Main Cities in Southeastern China,N/A,,,,Y,N,N/A,N/A,배제
958,10.1061/JUPDDM.UPENG-4706,"Zeng, P|Zong, C|Wei, X",2024,Quantitative Analysis and Spatial Pattern Research of Built-Up Environments and Surface Urban Heat Island Effect in Beijing's Main Urban Area,N/A,,,,N,N,녹지변수 미포함,도시지역 대상이고 결과변수는 SUHI 등 열환경 지표이나 연구 주제가 녹지의 형태·구성 변수가 아니라 건조환경(건축·도로) 중심이므로 제외,배제
959,10.1080/10106049.2024.2381580,"Shohan, AAA|Hang, HT|Bindajam, AA|Alshayeb, MJ|Mallick, J|Abdo, HG",2024,Integrating random forest and morphological spatial pattern analysis for predicting future land surface temperature dynamics: insights from urbanizing Saudi Arabia,N/A,,,,Y,N,N/A,N/A,배제
960,10.1016/j.scitotenv.2023.165228,"Stumpe, B|Bechtel, B|Heil, J|Jörges, C|Jostmeier, A|Kalks, F|Schwarz, K|Marschner, B",2023,Soil texture mediates the surface cooling effect of urban and peri-urban green spaces during a drought period in the city area of Hamburg (Germany),N/A,,,,Y,N,N/A,N/A,배제
961,10.1016/j.buildenv.2025.113281,"Li, ST|Zhang, JY|Xiao, QK|Fang, K|Ha, S|Liu, HS|Teng, MJ|Wu, XF|Wu, CG",2025,"Ameliorating canopy urban heat island in block level: A holistic investigation into the radius, form, and typologies",N/A,,,,Y,N,N/A,N/A,배제
962,10.3390/land12081568,"Ornelas, A|Cordeiro, A|Lameiras, JM",2023,Thermal Comfort Assessment in Urban Green Spaces: Contribution of Thermography to the Study of Thermal Variation between Tree Canopies and Air Temperature,N/A,,,,Y,N,N/A,N/A,배제
963,10.1134/S1995425524700513,"Degermenci, AS|Zengin, H",2024,"Determining the Effect of Green Space Ratio and Urbanization on the Land Surface Temperature, a Case Study in the Istanbul Metropolitan",N/A,,,,N,Y,N/A,N/A,진행
964,10.1007/s10661-025-14415-6,"Lan, YX|Liu, ZH|Zheng, JH|Tang, YY",2025,Advances in research on the impact of urban blue-green landscape patterns on heat island effects: a systematic literature review,N/A,,,,N,Y,N/A,N/A,진행
965,10.1002/eap.2902,"Bruner, SG|Palmer, MI|Griffin, KL|Naeem, S",2023,Planting design influences green infrastructure performance: Plant species identity and complementarity in rain gardens,N/A,,,,Y,N,N/A,N/A,배제
966,10.3390/land12050963,"Hu, YX|Wang, CQ|Li, JJ",2023,"Assessment of Heat Mitigation Services Provided by Blue and Green Spaces: An Application of the InVEST Urban Cooling Model with Scenario Analysis in Wuhan, China",N/A,,,,Y,N,N/A,N/A,배제
967,10.3390/land12020476,"Semenzato, P|Bortolini, L",2023,Urban Heat Island Mitigation and Urban Green Spaces: Testing a Model in the City of Padova (Italy),N/A,,,,Y,N,N/A,N/A,배제
968,10.1007/s11252-023-01405-0,"Li, YL|Fan, SX|Li, K|Ke, KE|Dong, L",2023,"Contributions of urban green and blue spaces on local-scale climate in the core area of Beijing, China",N/A,,,,N,Y,N/A,N/A,진행
969,10.1016/j.rse.2018.06.010,"Peng, J|Jia, JL|Liu, YX|Li, HL|Wu, JS",2018,Seasonal contrast of the dominant factors for spatial distribution of land surface temperature in urban areas,N/A,,,,Y,N,N/A,N/A,배제
970,10.1016/j.ecolind.2023.111439,"Hu, J|Chen, GR|Wang, F|Hassan, WM|Cai, MC|Fan, WQ|Yuan, XZ",2024,Nematodes as biological indicators of urban heat island effects in the Chongqing area urban green spaces,N/A,,,,Y,N,N/A,N/A,배제
971,10.3390/ijerph19052949,"Wang, T|Tu, H|Min, B|Li, ZZ|Li, XF|You, QX",2022,The Mitigation Effect of Park Landscape on Thermal Environment in Shanghai City Based on Remote Sensing Retrieval Method,N/A,,,,Y,N,N/A,N/A,배제
972,10.1016/j.cities.2025.105765,"Sheng, QQ|Ji, YU|Jia, CY|Jiang, L|Li, C|Huang, ZW|Ma, CY|Zhang, XY|Chen, HA|Wang, TY|Zhu, YF|Zhu, ZL",2025,Differential effects of cooling and humidification in urban green spaces and thresholds of vegetation community structure parameters: A case study of the Yangtze River Delta region,N/A,,,,Y,N,N/A,N/A,배제
973,10.1016/j.jenvman.2024.123975,"Zhang, Y|Ge, JT|Bai, XY|Wang, SY",2025,Blue-Green space seasonal influence on land surface temperatures across different urban functional zones: Integrating Random Forest and geographically weighted regression,N/A,,,,Y,N,N/A,N/A,배제
974,10.3390/environments12010011,"Mokhtari, Z|Russo, A|Lafortezza, R",2025,"How Do Vegetation Biomass, Area, and Shape Attributes Influence the Cooling Effect of Urban Green Spaces?",N/A,,,,Y,N,N/A,N/A,배제
975,10.1016/j.tsep.2025.103316,"Pan, YJ|Zhang, Y|Lv, ZP|Zhou, CX",2025,Research on urban green environment and landscape design based on thermal energy cycle simulation and thermal image analysis☆,N/A,,,,N,Y,N/A,N/A,진행
976,10.1016/j.energy.2020.118103,"Wei, J|Ni, Y|Zhang, YJ",2020,The mitigation strategies for bottom environment of service-oriented public building from a micro-scale perspective: A case study in China,N/A,,,,N,Y,N/A,N/A,진행
977,10.3390/f16050799,"Li, WJ|Pan, PW|Fang, DM|Guo, C",2025,Effects of Plant Communities in Urban Green Spaces on Microclimate and Thermal Comfort,N/A,,,,Y,N,N/A,N/A,배제
978,10.1016/j.scs.2024.105659,"Cui, P|Xv, D|Tang, JN|Lu, JQ|Wu, YT",2024,"Assessing the effects of urban green spaces metrics and spatial structure on LST and carbon sinks in Harbin, a cold region city in China",N/A,,,,Y,N,N/A,N/A,배제
979,10.3390/su17010241,"Wang, Y|Ren, Y|Zheng, XM|Wu, ZF",2025,The Impact of Building and Green Space Combination on Urban Thermal Environment Based on Three-Dimensional Landscape Index,N/A,,,,Y,N,N/A,N/A,배제
980,10.1080/10106049.2025.2564188,"Genovese, PV|Xia, R|Wan, YS|Kassa, AM|Aregawi, T|Li, ZX|Yan, XZ|Weng, JH|Pan, L",2025,"Spatial heterogeneity in the nexus of blue-green infrastructure, urban heat, and population distribution within Hangzhou",N/A,,,,Y,N,N/A,N/A,배제
